id1,id2,classification,language1,language2,word_count1,word_count2,average_word_count,word_count_difference,sentence_count1,sentence_count2,average_sentence_count,sentence_count_difference
32650524,35306636,No,ro,ro,152,165,158.5,13,2,3,2.5,1
32655480,30926262,No,el,el,138,97,117.5,41,5,2,3.5,3
32650701,33955786,Yes,hu,ru,130,138,134.0,8,6,5,5.5,1
32649980,34213931,Yes,hr,hr,141,38,89.5,103,10,1,5.5,9
32664951,44556879,No,it,it,94,160,127.0,66,8,11,9.5,3
32649913,27894835,Yes,en,en,48,48,48.0,0,1,1,1.0,0
32651191,32652600,Yes,ro,ro,73,162,117.5,89,1,6,3.5,5
32652115,31474823,Yes,pt,de,151,64,107.5,87,1,3,2.0,2
32790838,43365105,No,en,es,6,11,8.5,5,1,2,1.5,1
32655556,44518467,No,nl,es,149,164,156.5,15,4,3,3.5,1
32652760,32976538,No,ro,ro,30,149,89.5,119,1,7,4.0,6
32657357,47198031,No,sk,cs,143,152,147.5,9,10,8,9.0,2
32656925,46736968,No,fr,en,63,157,110.0,94,3,5,4.0,2
33120227,34694229,No,fr,es,156,161,158.5,5,6,9,7.5,3
40857242,44088131,No,ru,ru,83,134,108.5,51,5,7,6.0,2
32761446,32572120,Yes,en,el,151,144,147.5,7,7,3,5.0,4
32649968,31396381,No,hr,nl,135,139,137.0,4,5,7,6.0,2
32659475,36749190,No,ro,ro,6,6,6.0,0,1,1,1.0,0
32655002,33344113,No,pl,cs,124,142,133.0,18,11,11,11.0,0
32652832,32718398,Yes,hr,bg,121,152,136.5,31,9,10,9.5,1
32650696,32599981,Yes,ro,ro,49,162,105.5,113,4,8,6.0,4
32651811,38998123,No,ro,es,180,171,175.5,9,9,9,9.0,0
32651992,32747572,Yes,ro,hu,176,88,132.0,88,6,2,4.0,4
32649863,16082487,No,ro,ro,176,78,127.0,98,6,1,3.5,5
32654456,32609055,Yes,ro,ro,156,161,158.5,5,7,5,6.0,2
32652681,32281228,No,ro,ro,84,161,122.5,77,2,10,6.0,8
32652822,37363136,No,ro,ro,170,168,169.0,2,4,9,6.5,5
40857321,45524322,No,en,ro,165,163,164.0,2,5,4,4.5,1
32652858,45721051,No,pl,hr,122,150,136.0,28,10,8,9.0,2
32652193,41912390,No,hu,pt,126,108,117.0,18,6,3,4.5,3
32651666,33208466,No,de,de,119,119,119.0,0,1,1,1.0,0
32657824,33843076,No,nl,pl,58,123,90.5,65,6,5,5.5,1
40857241,44179366,No,ru,ru,138,137,137.5,1,9,10,9.5,1
32652833,31101296,Yes,pt,en,167,166,166.5,1,1,2,1.5,1
32653396,36103859,No,ro,hu,56,147,101.5,91,5,6,5.5,1
32649885,32646024,Yes,it,it,153,150,151.5,3,8,8,8.0,0
32650585,32648598,Yes,it,it,156,152,154.0,4,11,11,11.0,0
32651398,33288102,Yes,it,sk,87,125,106.0,38,4,2,3.0,2
32651661,40991685,No,de,hu,111,125,118.0,14,8,5,6.5,3
32651807,32653761,Yes,it,it,160,160,160.0,0,6,6,6.0,0
32652144,37564319,Yes,en,ru,167,147,157.0,20,3,9,6.0,6
32652152,26371334,Yes,el,it,141,72,106.5,69,2,5,3.5,3
32652202,35027913,Yes,hu,it,133,165,149.0,32,8,5,6.5,3
32655609,36235246,No,sk,hr,146,67,106.5,79,13,2,7.5,11
32654940,32656452,Yes,hr,hr,148,126,137.0,22,5,4,4.5,1
32658003,10672227,Yes,bg,ro,151,103,127.0,48,8,2,5.0,6
33129588,32653037,Yes,el,el,159,148,153.5,11,2,1,1.5,1
33129811,32659282,Yes,el,ru,142,116,129.0,26,2,4,3.0,2
32652103,32652864,Yes,it,it,155,155,155.0,0,5,5,5.0,0
32654856,31683285,Yes,el,sk,142,140,141.0,2,2,7,4.5,5
32650693,30465979,No,nl,cs,152,155,153.5,3,10,9,9.5,1
32652429,32654467,Yes,it,it,157,157,157.0,0,8,8,8.0,0
32652818,32655134,Yes,it,it,152,152,152.0,0,6,6,6.0,0
32653660,32651414,Yes,it,it,164,164,164.0,0,8,8,8.0,0
32660744,26192347,No,ro,ro,103,146,124.5,43,4,5,4.5,1
32654459,32457839,Yes,en,es,143,147,145.0,4,5,4,4.5,1
32649426,28537186,No,ru,ru,79,103,91.0,24,2,3,2.5,1
32650759,38841655,No,ro,ro,159,147,153.0,12,9,9,9.0,0
32652550,34270892,No,de,hr,146,156,151.0,10,9,5,7.0,4
32676679,42713146,No,el,el,67,144,105.5,77,4,4,4.0,0
40857225,32501417,Yes,en,en,166,166,166.0,0,6,6,6.0,0
32655113,36845586,No,fr,ro,163,94,128.5,69,4,3,3.5,1
32651914,42895378,No,de,de,119,119,119.0,0,1,1,1.0,0
32652444,33242591,Yes,ru,hr,122,145,133.5,23,5,6,5.5,1
32650635,29965823,No,ro,ro,115,102,108.5,13,4,3,3.5,1
32654432,32734079,Yes,it,it,156,152,154.0,4,9,10,9.5,1
32671700,26234166,No,fr,it,150,152,151.0,2,5,10,7.5,5
32651850,37504126,No,es,es,189,180,184.5,9,4,8,6.0,4
32651257,18713436,No,ro,ro,58,58,58.0,0,2,2,2.0,0
32661793,36336811,No,bg,bg,149,148,148.5,1,8,6,7.0,2
40857200,33154644,No,ru,ru,75,78,76.5,3,3,2,2.5,1
32660186,36123358,No,fr,fr,163,163,163.0,0,9,10,9.5,1
32677880,42846235,No,el,el,142,137,139.5,5,6,5,5.5,1
32651936,49268102,No,el,ro,150,166,158.0,16,4,8,6.0,4
32657528,49759392,No,nl,fr,58,176,117.0,118,6,9,7.5,3
32650753,32656760,Yes,ro,ro,140,144,142.0,4,6,7,6.5,1
32655594,32646875,Yes,ro,ro,163,150,156.5,13,8,5,6.5,3
32658000,35137612,Yes,it,it,153,173,163.0,20,6,8,7.0,2
32654164,32742153,Yes,el,el,154,142,148.0,12,7,8,7.5,1
32660208,39511245,No,de,sk,87,139,113.0,52,5,7,6.0,2
40857701,32706714,Yes,bg,bg,158,155,156.5,3,3,10,6.5,7
40857306,32675541,No,bg,ro,158,160,159.0,2,3,7,5.0,4
32650699,28790037,Yes,en,ro,166,79,122.5,87,8,3,5.5,5
32651672,37223707,No,el,el,168,168,168.0,0,5,6,5.5,1
32651872,32654875,Yes,de,de,121,84,102.5,37,5,3,4.0,2
32651873,24836759,No,de,it,122,45,83.5,77,6,1,3.5,5
32651971,44817784,No,pl,de,141,126,133.5,15,14,8,11.0,6
32650782,34974091,Yes,ro,ro,175,177,176.0,2,6,13,9.5,7
32653994,32537697,Yes,fr,fr,154,167,160.5,13,7,6,6.5,1
32662076,32691676,Yes,it,it,160,160,160.0,0,8,8,8.0,0
32652860,32943357,No,en,ru,173,145,159.0,28,4,9,6.5,5
32658813,32469609,Yes,sk,sk,143,142,142.5,1,11,11,11.0,0
32668873,26858685,No,sk,pt,164,392,278.0,228,7,13,10.0,6
33130092,45481628,No,el,el,151,102,126.5,49,1,2,1.5,1
40857240,40579110,No,ru,it,117,90,103.5,27,5,5,5.0,0
32652210,42534243,No,pl,it,119,147,133.0,28,5,3,4.0,2
32654362,12520758,Yes,ro,ro,160,111,135.5,49,7,3,5.0,4
32651513,42617636,No,ru,ru,128,127,127.5,1,6,3,4.5,3
32651997,21973098,Yes,ro,ro,160,103,131.5,57,6,4,5.0,2
32653667,32670799,Yes,ro,ro,154,29,91.5,125,5,1,3.0,4
32653903,32763448,Yes,hr,hr,136,140,138.0,4,8,6,7.0,2
32650791,32874395,No,ro,hr,110,94,102.0,16,8,5,6.5,3
32657583,32657739,Yes,nl,nl,33,35,34.0,2,2,3,2.5,1
32650640,32604988,No,en,en,104,159,131.5,55,5,8,6.5,3
32651917,40962081,No,el,it,117,141,129.0,24,3,4,3.5,1
32650652,31404994,Yes,hr,hr,157,142,149.5,15,10,7,8.5,3
32653907,49043526,Yes,hr,bg,146,137,141.5,9,7,3,5.0,4
32652141,43311915,No,ru,ru,133,133,133.0,0,5,6,5.5,1
32652872,38976392,Yes,ru,ru,128,137,132.5,9,4,8,6.0,4
32652911,36233243,No,el,el,154,159,156.5,5,8,4,6.0,4
32651851,43059645,No,es,nl,168,123,145.5,45,7,6,6.5,1
32671321,50239453,No,pt,it,163,148,155.5,15,9,7,8.0,2
32656391,33514681,No,it,it,160,118,139.0,42,5,5,5.0,0
32654870,32563615,Yes,ro,ro,148,148,148.0,0,8,8,8.0,0
32651198,32648514,Yes,ro,nl,52,142,97.0,90,2,7,4.5,5
32655499,49614211,No,ru,ru,130,66,98.0,64,11,5,8.0,6
32651562,33073895,Yes,ru,ru,74,117,95.5,43,2,5,3.5,3
32654266,22462738,No,bg,it,164,51,107.5,113,9,2,5.5,7
32650762,42823504,No,ro,it,144,144,144.0,0,3,6,4.5,3
40857224,32903084,Yes,en,es,135,175,155.0,40,6,4,5.0,2
32651543,28919104,No,et,pl,112,130,121.0,18,6,6,6.0,0
32636806,27704648,No,sk,en,143,183,163.0,40,9,2,5.5,7
32674464,26144437,No,de,it,102,167,134.5,65,5,9,7.0,4
32652883,49649533,Yes,hr,hr,142,148,145.0,6,8,6,7.0,2
32667942,47192987,No,de,nl,102,168,135.0,66,5,12,8.5,7
32654811,32502195,Yes,es,es,158,151,154.5,7,3,4,3.5,1
32657999,34605464,No,it,it,134,148,141.0,14,9,5,7.0,4
32652262,32660140,Yes,hu,el,123,137,130.0,14,8,1,4.5,7
32671126,32887336,No,es,es,158,159,158.5,1,5,4,4.5,1
32681618,25576220,No,es,it,169,106,137.5,63,5,5,5.0,0
32651246,6173167,No,ro,ro,98,94,96.0,4,5,5,5.0,0
32652118,39419625,No,hr,hr,151,99,125.0,52,9,3,6.0,6
32649967,31994338,No,hr,hr,144,153,148.5,9,7,13,10.0,6
32655457,27778144,No,en,en,136,143,139.5,7,2,6,4.0,4
32660171,32883655,No,bg,es,170,75,122.5,95,9,3,6.0,6
32651573,32767947,Yes,it,it,163,163,163.0,0,5,4,4.5,1
32654458,32440544,Yes,en,en,182,174,178.0,8,6,8,7.0,2
32643780,30930394,No,bg,fr,148,170,159.0,22,4,10,7.0,6
32647802,30884190,No,fr,fr,154,127,140.5,27,3,9,6.0,6
32635067,39748247,No,it,it,153,149,151.0,4,10,4,7.0,6
32635073,29702692,No,it,it,170,162,166.0,8,6,9,7.5,3
32635072,32509522,Yes,it,it,153,136,144.5,17,4,5,4.5,1
32635075,35521672,No,it,it,153,146,149.5,7,6,4,5.0,2
32635080,32620952,Yes,it,it,153,159,156.0,6,7,5,6.0,2
32635076,40175147,No,it,it,163,154,158.5,9,7,7,7.0,0
32635087,34690571,No,it,it,164,161,162.5,3,6,5,5.5,1
32635090,28338790,No,it,it,160,153,156.5,7,6,4,5.0,2
32635096,34572393,No,it,it,158,167,162.5,9,7,10,8.5,3
32651590,24103882,No,hr,it,135,58,96.5,77,7,2,4.5,5
32651606,50116255,No,cs,de,166,148,157.0,18,11,19,15.0,8
32651632,33749857,No,en,en,167,131,149.0,36,2,1,1.5,1
32651620,32683462,No,fr,nl,165,110,137.5,55,7,7,7.0,0
32651659,38156952,No,de,de,96,70,83.0,26,6,5,5.5,1
32651650,31492050,No,fr,hr,162,142,152.0,20,6,8,7.0,2
32651651,23187661,Yes,nl,en,155,102,128.5,53,7,5,6.0,2
32651823,47725562,No,ru,it,111,153,132.0,42,6,8,7.0,2
32651825,48186915,Yes,ru,ru,123,124,123.5,1,6,4,5.0,2
32651833,30874047,No,hr,hr,163,151,157.0,12,7,10,8.5,3
32651774,33062039,No,hr,hr,147,136,141.5,11,8,6,7.0,2
32651775,40851443,Yes,hr,hr,158,52,105.0,106,7,2,4.5,5
32651840,31412685,No,fr,fr,169,129,149.0,40,5,7,6.0,2
32651841,35245815,No,ru,ru,128,150,139.0,22,7,9,8.0,2
32651845,33224255,Yes,es,es,170,53,111.5,117,6,1,3.5,5
32651848,49795424,No,fr,ru,178,136,157.0,42,3,6,4.5,3
32651852,41619470,No,ro,es,153,169,161.0,16,7,2,4.5,5
32651853,27498140,No,it,it,173,155,164.0,18,5,5,5.0,0
32651857,28607931,No,cs,de,162,42,102.0,120,10,2,6.0,8
32651858,25635427,No,ru,ro,130,60,95.0,70,9,2,5.5,7
32651859,33955786,Yes,cs,ru,153,138,145.5,15,9,5,7.0,4
32651884,32161408,No,ca,hu,188,146,167.0,42,5,5,5.0,0
32651940,32609864,Yes,en,en,170,154,162.0,16,1,3,2.0,2
32651881,38841628,No,fr,fr,153,170,161.5,17,7,7,7.0,0
32651900,32652125,Yes,fr,fr,165,165,165.0,0,2,2,2.0,0
32651913,39158893,No,de,de,55,143,99.0,88,4,5,4.5,1
32649976,47050499,No,ro,it,104,79,91.5,25,4,2,3.0,2
32649979,15415981,No,hr,ro,168,36,102.0,132,11,4,7.5,7
32650433,32601866,Yes,hr,ru,153,108,130.5,45,12,6,9.0,6
32651221,26337330,No,hu,pt,68,148,108.0,80,2,5,3.5,3
32651525,27860100,No,en,ru,174,137,155.5,37,7,6,6.5,1
32651539,34355981,Yes,fr,fr,161,163,162.0,2,7,4,5.5,3
32651549,46378854,No,fr,it,163,161,162.0,2,10,7,8.5,3
32651673,33035641,Yes,el,pt,144,160,152.0,16,5,3,4.0,2
32651572,38414797,No,fr,nl,160,175,167.5,15,6,9,7.5,3
32651565,39515849,Yes,ro,bg,154,139,146.5,15,7,4,5.5,3
32651577,41889829,No,fr,fr,97,150,123.5,53,4,8,6.0,4
32651563,32451896,No,nl,nl,164,170,167.0,6,10,11,10.5,1
32651578,41102281,No,fr,fr,160,156,158.0,4,5,6,5.5,1
32651579,35760968,No,fr,it,150,145,147.5,5,6,5,5.5,1
32651584,47541882,No,de,de,125,95,110.0,30,4,3,3.5,1
32651450,2507117,No,ru,ro,117,77,97.0,40,2,2,2.0,0
32651460,48685249,No,hr,it,74,161,117.5,87,1,7,4.0,6
32651481,28170581,No,ro,es,76,158,117.0,82,2,5,3.5,3
32651492,43726557,No,en,ro,169,145,157.0,24,6,4,5.0,2
32651493,39597217,No,en,hr,181,171,176.0,10,9,8,8.5,1
32651496,47074309,No,en,en,164,163,163.5,1,4,6,5.0,2
32651497,38254638,No,en,ro,165,171,168.0,6,4,8,6.0,4
32651505,34762751,No,ru,ru,136,134,135.0,2,8,7,7.5,1
32651267,29824699,Yes,ro,en,485,162,323.5,323,20,8,14.0,12
32651680,14953302,No,ro,ro,28,25,26.5,3,2,3,2.5,1
32652117,41042843,No,hr,hr,161,103,132.0,58,3,3,3.0,0
32652121,33996407,No,hr,hr,67,179,123.0,112,2,12,7.0,10
32652125,40851814,Yes,fr,fr,165,172,168.5,7,2,6,4.0,4
32652126,30858649,Yes,fr,fr,165,165,165.0,0,2,3,2.5,1
32652129,34359158,No,en,de,166,143,154.5,23,6,5,5.5,1
32652130,28622341,Yes,en,en,163,185,174.0,22,5,12,8.5,7
32652150,31288253,Yes,en,en,158,169,163.5,11,3,9,6.0,6
32652159,36616733,No,et,et,19,19,19.0,0,1,1,1.0,0
32652172,38146751,No,el,el,161,125,143.0,36,2,6,4.0,4
32652192,45819799,No,hu,hu,145,142,143.5,3,11,9,10.0,2
32652194,32449686,Yes,hr,hr,151,138,144.5,13,16,8,12.0,8
32652198,1981780,No,hu,ro,123,39,81.0,84,4,3,3.5,1
32652267,37298498,No,en,de,161,118,139.5,43,3,5,4.0,2
32652291,32932421,Yes,cs,de,56,65,60.5,9,5,3,4.0,2
32652309,32516042,Yes,de,de,130,93,111.5,37,4,7,5.5,3
32652269,32939972,No,nl,ro,157,179,168.0,22,9,7,8.0,2
32652307,36178609,No,fr,hr,156,143,149.5,13,10,6,8.0,4
32652332,35679742,No,fr,fr,62,62,62.0,0,1,1,1.0,0
32650435,32613349,Yes,hr,hr,161,171,166.0,10,10,7,8.5,3
32650648,44199231,No,ro,ro,123,125,124.0,2,1,1,1.0,0
32650667,27662029,No,de,el,152,159,155.5,7,11,7,9.0,4
32650680,35534650,No,hr,hr,139,138,138.5,1,6,6,6.0,0
32650706,48060352,No,nl,it,167,169,168.0,2,12,7,9.5,5
32650712,36352865,No,nl,nl,100,100,100.0,0,1,1,1.0,0
32650772,31099031,No,pl,pl,135,145,140.0,10,8,8,8.0,0
32650758,45685546,No,en,ca,169,164,166.5,5,6,7,6.5,1
32650717,33790253,No,el,el,149,145,147.0,4,3,6,4.5,3
32650779,38021791,No,en,en,172,175,173.5,3,4,8,6.0,4
32650805,31048983,No,fr,it,172,163,167.5,9,8,6,7.0,2
32652451,45965694,No,hr,fr,151,186,168.5,35,8,6,7.0,2
32652453,42754492,No,hr,hr,160,160,160.0,0,5,10,7.5,5
32652457,43355391,No,de,it,98,149,123.5,51,5,7,6.0,2
32652458,42895376,No,de,de,119,119,119.0,0,1,1,1.0,0
32652540,33604463,No,de,bg,138,157,147.5,19,6,7,6.5,1
32652593,47075121,No,ru,ru,137,135,136.0,2,12,6,9.0,6
32652614,32692603,Yes,ro,ro,156,37,96.5,119,6,1,3.5,5
32659162,29773600,No,bg,ru,150,101,125.5,49,9,4,6.5,5
32659181,36895178,Yes,sk,sk,140,131,135.5,9,6,8,7.0,2
32660509,26698280,No,pt,pt,176,634,405.0,458,13,34,23.5,21
32660939,47957706,No,ru,bg,133,149,141.0,16,8,13,10.5,5
32660965,37262512,No,sk,sk,138,138,138.0,0,8,8,8.0,0
32660414,32685142,Yes,ru,ru,127,133,130.0,6,9,5,7.0,4
32654449,28991747,No,en,en,192,186,189.0,6,7,11,9.0,4
32654450,32098396,Yes,en,fr,174,161,167.5,13,7,7,7.0,0
32654460,17208036,No,en,en,186,22,104.0,164,6,1,3.5,5
32654461,29789014,No,en,ro,171,116,143.5,55,4,5,4.5,1
32654462,34595567,No,fr,fr,9,9,9.0,0,1,1,1.0,0
32654486,35083052,No,en,en,160,166,163.0,6,5,2,3.5,3
32654678,23301333,No,ca,ro,165,178,171.5,13,8,4,6.0,4
32654679,44753870,No,es,it,167,165,166.0,2,8,7,7.5,1
32653677,46698896,No,hu,hr,139,157,148.0,18,6,8,7.0,2
32653678,32560811,No,en,en,169,168,168.5,1,5,9,7.0,4
32653682,43622615,No,en,el,178,155,166.5,23,9,6,7.5,3
32653723,49821165,No,hr,hr,150,75,112.5,75,9,3,6.0,6
32653724,32056202,Yes,hr,hr,168,163,165.5,5,10,11,10.5,1
32653736,38563871,No,de,hr,61,132,96.5,71,5,7,6.0,2
32653744,32673507,No,bg,ru,87,108,97.5,21,4,5,4.5,1
32653750,32443450,No,hu,ru,130,121,125.5,9,6,8,7.0,2
32653928,40115726,No,fr,pt,150,164,157.0,14,5,8,6.5,3
32653982,36678914,No,de,de,43,38,40.5,5,2,2,2.0,0
32653999,36984981,No,ru,ru,133,128,130.5,5,6,5,5.5,1
32653552,32651199,Yes,ro,ro,13,52,32.5,39,1,2,1.5,1
32654324,27471619,No,de,de,34,11,22.5,23,2,1,1.5,1
32654277,32759044,Yes,it,el,146,70,108.0,76,6,3,4.5,3
32654186,42676184,No,ru,ru,119,106,112.5,13,3,10,6.5,7
32654188,45371570,No,de,it,152,155,153.5,3,5,7,6.0,2
32662742,32762048,No,es,es,168,163,165.5,5,5,6,5.5,1
32662124,28973006,No,bg,pl,92,125,108.5,33,4,8,6.0,4
32785965,32800548,Yes,pl,pl,126,126,126.0,0,10,10,10.0,0
32727175,32557281,Yes,hr,cs,153,157,155.0,4,6,6,6.0,0
32698780,32689404,Yes,pl,pl,135,127,131.0,8,6,6,6.0,0
32713864,46835302,No,fr,hu,175,143,159.0,32,10,5,7.5,5
32682395,45140727,No,en,de,175,33,104.0,142,8,4,6.0,4
32703447,37008262,No,es,pt,154,168,161.0,14,5,8,6.5,3
32706556,42627291,No,hr,hr,139,146,142.5,7,6,4,5.0,2
32678439,26903967,No,nl,nl,56,42,49.0,14,4,4,4.0,0
32630464,32635575,No,ru,ru,122,122,122.0,0,4,4,4.0,0
32639328,32787734,Yes,nl,nl,158,160,159.0,2,8,10,9.0,2
32648922,33781142,No,hr,hr,149,145,147.0,4,9,7,8.0,2
32655572,29030352,No,sk,cs,133,155,144.0,22,6,8,7.0,2
32654805,27009344,Yes,en,en,165,136,150.5,29,2,5,3.5,3
32654830,27835057,No,cs,it,153,195,174.0,42,9,9,9.0,0
32654833,34100849,No,cs,sk,153,103,128.0,50,10,5,7.5,5
32654927,30208634,No,es,es,175,155,165.0,20,8,6,7.0,2
32655014,31442295,No,sk,it,153,156,154.5,3,8,8,8.0,0
32655047,33221301,Yes,ro,ro,137,143,140.0,6,8,8,8.0,0
32655110,29939555,No,de,nl,130,112,121.0,18,10,4,7.0,6
32655111,28912422,No,de,de,132,127,129.5,5,9,5,7.0,4
32655175,44713980,No,hr,hr,159,166,162.5,7,7,11,9.0,4
32655172,23826159,No,es,it,175,198,186.5,23,6,4,5.0,2
32655124,46228412,Yes,cs,fr,156,164,160.0,8,8,7,7.5,1
32652837,25289546,No,hr,pt,168,228,198.0,60,9,10,9.5,1
32652838,43632613,No,hr,hr,153,117,135.0,36,11,1,6.0,10
32652844,47332053,No,hr,hr,109,149,129.0,40,4,8,6.0,4
32652853,42972796,No,en,en,172,179,175.5,7,6,5,5.5,1
32652854,44682300,No,en,de,177,131,154.0,46,8,7,7.5,1
32652859,33190963,Yes,en,en,178,166,172.0,12,4,2,3.0,2
32652879,10673245,No,hr,ro,158,77,117.5,81,9,3,6.0,6
32652880,36610302,No,hr,it,55,158,106.5,103,4,7,5.5,3
32652881,40857611,Yes,hr,hr,152,147,149.5,5,8,6,7.0,2
32652887,33796308,No,de,de,66,85,75.5,19,4,6,5.0,2
32652888,33208465,No,de,de,119,119,119.0,0,1,1,1.0,0
32652896,28019798,No,ru,ru,88,128,108.0,40,1,3,2.0,2
32652898,32862568,No,de,de,38,41,39.5,3,2,2,2.0,0
32656398,32674702,Yes,el,it,127,120,123.5,7,7,4,5.5,3
32656426,46051249,Yes,bg,cs,166,157,161.5,9,10,9,9.5,1
32656456,22816676,No,es,pt,166,659,412.5,493,7,31,19.0,24
32658014,32672886,No,ro,ro,76,76,76.0,0,1,1,1.0,0
32658032,18950251,No,es,ro,131,57,94.0,74,5,2,3.5,3
32658121,36906205,No,ru,ru,144,100,122.0,44,7,5,6.0,2
32658018,32776200,Yes,el,el,151,152,151.5,1,4,3,3.5,1
32657527,26903882,No,nl,nl,56,42,49.0,14,4,4,4.0,0
32657404,32657728,Yes,nl,nl,56,56,56.0,0,4,4,4.0,0
32657580,25428576,No,nl,hu,10,3,6.5,7,1,1,1.0,0
32657581,29365388,No,nl,de,10,5,7.5,5,1,1,1.0,0
32657582,47056930,No,nl,da,28,101,64.5,73,2,8,5.0,6
32656889,44532216,No,de,de,21,58,39.5,37,1,5,3.0,4
32656890,21682438,No,de,cs,35,62,48.5,27,2,3,2.5,1
32656885,41904724,No,de,de,18,73,45.5,55,1,4,2.5,3
32656886,23368037,No,de,hu,12,3,7.5,9,1,1,1.0,0
32656887,23995487,No,de,hr,20,55,37.5,35,1,2,1.5,1
32656888,43667815,No,de,de,15,120,67.5,105,2,11,6.5,9
32657045,42080006,No,nl,it,56,169,112.5,113,4,8,6.0,4
32657277,38037679,No,en,hr,14,135,74.5,121,1,4,2.5,3
32657823,32657527,Yes,nl,nl,56,56,56.0,0,4,4,4.0,0
32657662,43078632,No,en,en,18,132,75.0,114,1,4,2.5,3
32657728,26903968,No,nl,nl,56,42,49.0,14,4,4,4.0,0
32657681,39118005,Yes,de,ro,15,291,153.0,276,1,15,8.0,14
32657664,40950151,No,fr,fr,71,142,106.5,71,3,6,4.5,3
32657665,23058956,No,fr,pt,40,56,48.0,16,2,4,3.0,2
32657680,34963871,Yes,de,pl,19,106,62.5,87,2,4,3.0,2
32657682,24944472,No,de,sk,17,21,19.0,4,1,2,1.5,1
32657768,26903968,No,nl,nl,56,42,49.0,14,4,4,4.0,0
32666341,29405843,No,it,it,160,156,158.0,4,4,7,5.5,3
32669402,29954773,Yes,sk,it,134,160,147.0,26,8,5,6.5,3
32650695,32859347,Yes,ro,pt,174,173,173.5,1,5,8,6.5,3
40857275,29056554,No,en,en,171,17,94.0,154,2,1,1.5,1
32651844,40235028,No,es,es,170,168,169.0,2,5,5,5.0,0
32651972,41951245,No,ro,ro,161,159,160.0,2,12,12,12.0,0
32651555,35937016,No,fr,de,166,135,150.5,31,4,10,7.0,6
32651473,36741412,No,hu,cs,116,157,136.5,41,9,9,9.0,0
32651245,29813848,Yes,ro,ro,97,9,53.0,88,5,2,3.5,3
32653681,38186182,No,pl,fr,121,169,145.0,48,8,8,8.0,0
32651861,38250853,No,de,hr,132,147,139.5,15,2,4,3.0,2
32651670,27654085,No,fr,it,161,159,160.0,2,8,9,8.5,1
32651566,29954898,No,fr,fr,158,163,160.5,5,9,4,6.5,5
32660936,31005927,No,fr,fr,163,158,160.5,5,5,8,6.5,3
32660937,42367793,No,fr,it,163,127,145.0,36,5,7,6.0,2
40857320,32976918,Yes,en,ro,177,154,165.5,23,4,5,4.5,1
32649963,34654747,No,fr,es,144,162,153.0,18,7,6,6.5,1
32649981,37498369,No,pt,es,165,153,159.0,12,6,6,6.0,0
32651568,35545567,Yes,ru,ru,131,125,128.0,6,4,2,3.0,2
32650665,36398073,No,pt,fr,156,156,156.0,0,7,9,8.0,2
32652432,36988176,No,fr,fr,145,166,155.5,21,6,2,4.0,4
32660428,32519957,Yes,ro,ro,148,87,117.5,61,4,2,3.0,2
32661796,31508514,No,en,hr,182,152,167.0,30,10,10,10.0,0
32698054,32730692,No,ru,ru,88,88,88.0,0,1,1,1.0,0
32655503,32142304,Yes,ru,ru,131,137,134.0,6,4,6,5.0,2
32655544,32662591,Yes,ru,ru,131,131,131.0,0,4,4,4.0,0
32650766,29091773,No,en,fr,174,182,178.0,8,7,2,4.5,5
32654455,28382953,No,pl,hu,103,138,120.5,35,6,8,7.0,2
32662514,50129179,No,en,hr,170,120,145.0,50,6,2,4.0,4
32662127,25115268,No,en,hr,170,25,97.5,145,4,1,2.5,3
32652843,42960071,No,hr,ro,94,110,102.0,16,1,4,2.5,3
32658433,35331162,No,el,el,131,161,146.0,30,2,4,3.0,2
32668686,45058735,No,en,ro,167,157,162.0,10,5,6,5.5,1
32649991,30193162,No,ro,ru,155,113,134.0,42,5,4,4.5,1
32650763,24152091,No,en,sk,169,77,123.0,92,6,5,5.5,1
32672632,42398527,No,en,en,71,67,69.0,4,1,1,1.0,0
32655588,41140048,No,en,el,163,151,157.0,12,8,8,8.0,0
32668685,32658703,Yes,en,de,162,115,138.5,47,1,7,4.0,6
32651979,32371682,No,ro,ro,165,146,155.5,19,8,5,6.5,3
32649960,37870239,No,it,it,147,148,147.5,1,4,4,4.0,0
32649959,48732214,No,it,fr,152,164,158.0,12,4,8,6.0,4
32654618,37061420,No,it,it,179,163,171.0,16,7,8,7.5,1
32694201,40838041,No,hr,ru,138,127,132.5,11,10,8,9.0,2
32678886,28394619,Yes,en,en,158,111,134.5,47,8,6,7.0,2
32652897,30995993,No,it,it,166,145,155.5,21,5,9,7.0,4
32657208,50333465,No,es,es,171,160,165.5,11,1,5,3.0,4
32649992,27162602,No,de,de,138,137,137.5,1,8,11,9.5,3
32650658,26510027,No,de,de,142,136,139.0,6,8,7,7.5,1
32657942,45018690,No,de,es,76,170,123.0,94,1,4,2.5,3
32657943,45063068,No,de,fr,74,166,120.0,92,5,6,5.5,1
32657944,40054599,No,de,de,69,83,76.0,14,4,5,4.5,1
32657945,32242931,No,de,ru,79,147,113.0,68,8,9,8.5,1
32657946,31412147,No,de,it,66,111,88.5,45,5,6,5.5,1
32657947,24167277,No,de,de,64,66,65.0,2,6,5,5.5,1
32657948,29783989,No,de,de,66,152,109.0,86,6,9,7.5,3
32657949,40568727,No,de,de,71,131,101.0,60,5,5,5.0,0
32657950,33347684,No,de,da,69,89,79.0,20,5,6,5.5,1
