YES WORD COUNT DIFFERENCES
==========================

PAIR WITH MINIMUM WORD-COUNT DIFFERENCE
---------------------------------------
id1: 32610155 | id2: 36431405 | word_count1: 137 | word_count2: 137 | word_count_difference: 0

PAIR WITH MAXIMUM WORD-COUNT DIFFERENCE
---------------------------------------
id1: 32729551 | id2: 31693759 | word_count1: 11066 | word_count2: 156 | word_count_difference: 10910

ARTICLE WITH THE FEWEST WORDS
-----------------------------
id: 34102405 | word_count: 2

ARTICLE WITH THE MOST WORDS
---------------------------
id: 32729551 | word_count: 11066

WORD-DIFFERENCE DISTRIBUTION
----------------------------
word_difference: 0 | pair_count: 3072 | percentage: 8.75%
id1: 32656756 | id2: 32688022 | word_count1: 186 | word_count2: 178 | word_count_difference: 8
id1: 40857413 | id2: 32531804 | word_count1: 126 | word_count2: 123 | word_count_difference: 3
id1: 32654961 | id2: 32656756 | word_count1: 186 | word_count2: 186 | word_count_difference: 0
id1: 40857395 | id2: 30007956 | word_count1: 156 | word_count2: 165 | word_count_difference: 9
id1: 32654353 | id2: 31074396 | word_count1: 83 | word_count2: 135 | word_count_difference: 52
id1: 33251320 | id2: 32668417 | word_count1: 174 | word_count2: 170 | word_count_difference: 4
id1: 32659246 | id2: 32654158 | word_count1: 102 | word_count2: 87 | word_count_difference: 15
id1: 32660974 | id2: 32652296 | word_count1: 146 | word_count2: 136 | word_count_difference: 10
id1: 32655720 | id2: 32661812 | word_count1: 130 | word_count2: 129 | word_count_difference: 1
id1: 32656448 | id2: 33600469 | word_count1: 147 | word_count2: 160 | word_count_difference: 13
id1: 32658769 | id2: 26515160 | word_count1: 142 | word_count2: 150 | word_count_difference: 8
id1: 32761439 | id2: 32646652 | word_count1: 160 | word_count2: 144 | word_count_difference: 16
id1: 32660188 | id2: 32664680 | word_count1: 138 | word_count2: 133 | word_count_difference: 5
id1: 32658497 | id2: 30764860 | word_count1: 145 | word_count2: 138 | word_count_difference: 7
id1: 32656659 | id2: 26909067 | word_count1: 52 | word_count2: 52 | word_count_difference: 0
id1: 32658478 | id2: 39345997 | word_count1: 99 | word_count2: 145 | word_count_difference: 46
id1: 32653943 | id2: 32518216 | word_count1: 148 | word_count2: 150 | word_count_difference: 2
id1: 32664302 | id2: 32670106 | word_count1: 57 | word_count2: 163 | word_count_difference: 106
id1: 32668265 | id2: 27595187 | word_count1: 180 | word_count2: 162 | word_count_difference: 18
id1: 32654381 | id2: 32681289 | word_count1: 156 | word_count2: 157 | word_count_difference: 1
id1: 32654581 | id2: 32652264 | word_count1: 152 | word_count2: 152 | word_count_difference: 0
id1: 32655121 | id2: 32654225 | word_count1: 164 | word_count2: 164 | word_count_difference: 0
id1: 32659436 | id2: 32658497 | word_count1: 143 | word_count2: 145 | word_count_difference: 2
id1: 32653648 | id2: 32640766 | word_count1: 158 | word_count2: 159 | word_count_difference: 1
id1: 32655120 | id2: 32654220 | word_count1: 100 | word_count2: 105 | word_count_difference: 5
id1: 32655545 | id2: 32654172 | word_count1: 151 | word_count2: 147 | word_count_difference: 4
id1: 32656440 | id2: 32657195 | word_count1: 128 | word_count2: 128 | word_count_difference: 0
id1: 32657191 | id2: 32658476 | word_count1: 163 | word_count2: 163 | word_count_difference: 0
id1: 32654013 | id2: 39416835 | word_count1: 173 | word_count2: 164 | word_count_difference: 9
id1: 32763075 | id2: 32706108 | word_count1: 146 | word_count2: 128 | word_count_difference: 18
id1: 32657378 | id2: 32656532 | word_count1: 106 | word_count2: 128 | word_count_difference: 22
id1: 32655311 | id2: 41876160 | word_count1: 55 | word_count2: 179 | word_count_difference: 124
id1: 32660952 | id2: 34569828 | word_count1: 171 | word_count2: 182 | word_count_difference: 11
id1: 32658706 | id2: 32640820 | word_count1: 150 | word_count2: 155 | word_count_difference: 5
id1: 32654330 | id2: 39911350 | word_count1: 60 | word_count2: 112 | word_count_difference: 52
id1: 32656511 | id2: 32660585 | word_count1: 133 | word_count2: 136 | word_count_difference: 3
id1: 32656724 | id2: 40855665 | word_count1: 150 | word_count2: 152 | word_count_difference: 2
id1: 32654337 | id2: 32794096 | word_count1: 148 | word_count2: 136 | word_count_difference: 12
id1: 32661422 | id2: 32361113 | word_count1: 73 | word_count2: 149 | word_count_difference: 76
id1: 32655563 | id2: 32687545 | word_count1: 113 | word_count2: 153 | word_count_difference: 40
id1: 32656583 | id2: 31917178 | word_count1: 124 | word_count2: 149 | word_count_difference: 25
id1: 32658057 | id2: 32666138 | word_count1: 124 | word_count2: 133 | word_count_difference: 9
id1: 32654605 | id2: 35679151 | word_count1: 176 | word_count2: 161 | word_count_difference: 15
id1: 32659324 | id2: 32665887 | word_count1: 165 | word_count2: 169 | word_count_difference: 4
id1: 32655216 | id2: 29713391 | word_count1: 152 | word_count2: 157 | word_count_difference: 5
id1: 32654889 | id2: 32648522 | word_count1: 156 | word_count2: 153 | word_count_difference: 3
id1: 32655134 | id2: 32651415 | word_count1: 152 | word_count2: 148 | word_count_difference: 4
id1: 32655133 | id2: 32805730 | word_count1: 164 | word_count2: 165 | word_count_difference: 1
id1: 40855024 | id2: 32679065 | word_count1: 156 | word_count2: 76 | word_count_difference: 80
id1: 32655547 | id2: 32654527 | word_count1: 100 | word_count2: 100 | word_count_difference: 0
id1: 32658049 | id2: 32654478 | word_count1: 132 | word_count2: 134 | word_count_difference: 2
id1: 32654610 | id2: 32660740 | word_count1: 148 | word_count2: 101 | word_count_difference: 47
id1: 32656444 | id2: 32658526 | word_count1: 151 | word_count2: 151 | word_count_difference: 0
id1: 32654720 | id2: 32668395 | word_count1: 177 | word_count2: 132 | word_count_difference: 45
id1: 32657195 | id2: 32658525 | word_count1: 128 | word_count2: 128 | word_count_difference: 0
id1: 32658476 | id2: 32660253 | word_count1: 163 | word_count2: 160 | word_count_difference: 3
id1: 32654989 | id2: 34044260 | word_count1: 58 | word_count2: 150 | word_count_difference: 92
id1: 32653773 | id2: 32656678 | word_count1: 100 | word_count2: 100 | word_count_difference: 0
id1: 32653770 | id2: 40857237 | word_count1: 94 | word_count2: 93 | word_count_difference: 1
id1: 32655616 | id2: 32672465 | word_count1: 157 | word_count2: 171 | word_count_difference: 14
id1: 32654957 | id2: 32659331 | word_count1: 147 | word_count2: 138 | word_count_difference: 9
id1: 32658226 | id2: 32658698 | word_count1: 133 | word_count2: 87 | word_count_difference: 46
id1: 32660780 | id2: 32881849 | word_count1: 68 | word_count2: 155 | word_count_difference: 87
id1: 32658941 | id2: 32614059 | word_count1: 158 | word_count2: 146 | word_count_difference: 12
id1: 32658133 | id2: 32542111 | word_count1: 126 | word_count2: 115 | word_count_difference: 11
id1: 32658052 | id2: 35494118 | word_count1: 116 | word_count2: 116 | word_count_difference: 0
id1: 32656536 | id2: 32611816 | word_count1: 165 | word_count2: 153 | word_count_difference: 12
id1: 32660426 | id2: 46548559 | word_count1: 133 | word_count2: 125 | word_count_difference: 8
id1: 32756033 | id2: 32967785 | word_count1: 40 | word_count2: 172 | word_count_difference: 132
id1: 32649557 | id2: 32664585 | word_count1: 144 | word_count2: 142 | word_count_difference: 2
id1: 32658468 | id2: 32654434 | word_count1: 163 | word_count2: 156 | word_count_difference: 7
id1: 40857487 | id2: 32658552 | word_count1: 112 | word_count2: 131 | word_count_difference: 19
id1: 32662130 | id2: 11457251 | word_count1: 138 | word_count2: 106 | word_count_difference: 32
id1: 32655604 | id2: 32849398 | word_count1: 170 | word_count2: 150 | word_count_difference: 20
id1: 32654347 | id2: 32661933 | word_count1: 145 | word_count2: 142 | word_count_difference: 3
id1: 32658475 | id2: 32767945 | word_count1: 163 | word_count2: 152 | word_count_difference: 11
id1: 32660212 | id2: 32613025 | word_count1: 116 | word_count2: 133 | word_count_difference: 17
id1: 32654910 | id2: 30657103 | word_count1: 154 | word_count2: 127 | word_count_difference: 27
id1: 32655626 | id2: 32563913 | word_count1: 166 | word_count2: 175 | word_count_difference: 9
id1: 32655206 | id2: 32648599 | word_count1: 124 | word_count2: 100 | word_count_difference: 24
id1: 32658696 | id2: 46280719 | word_count1: 148 | word_count2: 150 | word_count_difference: 2
id1: 32654663 | id2: 32781175 | word_count1: 143 | word_count2: 104 | word_count_difference: 39
id1: 32662156 | id2: 32481036 | word_count1: 34 | word_count2: 172 | word_count_difference: 138
id1: 32658092 | id2: 32726557 | word_count1: 160 | word_count2: 157 | word_count_difference: 3
id1: 32655012 | id2: 32644494 | word_count1: 133 | word_count2: 168 | word_count_difference: 35
id1: 32639317 | id2: 32494833 | word_count1: 100 | word_count2: 147 | word_count_difference: 47
id1: 32649294 | id2: 35256183 | word_count1: 140 | word_count2: 54 | word_count_difference: 86
id1: 33251969 | id2: 32576722 | word_count1: 138 | word_count2: 164 | word_count_difference: 26
id1: 32661825 | id2: 32683984 | word_count1: 56 | word_count2: 166 | word_count_difference: 110
id1: 32659305 | id2: 28582879 | word_count1: 122 | word_count2: 148 | word_count_difference: 26
id1: 32660220 | id2: 10499880 | word_count1: 180 | word_count2: 92 | word_count_difference: 88
id1: 32654598 | id2: 32574352 | word_count1: 152 | word_count2: 137 | word_count_difference: 15
id1: 32655733 | id2: 32689037 | word_count1: 165 | word_count2: 91 | word_count_difference: 74
id1: 32658044 | id2: 32626919 | word_count1: 160 | word_count2: 151 | word_count_difference: 9
id1: 32655230 | id2: 32658062 | word_count1: 142 | word_count2: 143 | word_count_difference: 1
id1: 40854998 | id2: 34061506 | word_count1: 150 | word_count2: 150 | word_count_difference: 0
id1: 32658253 | id2: 32681787 | word_count1: 147 | word_count2: 155 | word_count_difference: 8
id1: 32655573 | id2: 32633839 | word_count1: 163 | word_count2: 136 | word_count_difference: 27
id1: 32661394 | id2: 32681371 | word_count1: 102 | word_count2: 141 | word_count_difference: 39
id1: 32654609 | id2: 32666098 | word_count1: 153 | word_count2: 779 | word_count_difference: 626
id1: 32658724 | id2: 35437564 | word_count1: 146 | word_count2: 102 | word_count_difference: 44
id1: 32729110 | id2: 32676703 | word_count1: 160 | word_count2: 160 | word_count_difference: 0
id1: 32654007 | id2: 32653014 | word_count1: 153 | word_count2: 151 | word_count_difference: 2
id1: 32659897 | id2: 32714788 | word_count1: 23 | word_count2: 161 | word_count_difference: 138
id1: 32653692 | id2: 34992426 | word_count1: 101 | word_count2: 138 | word_count_difference: 37
id1: 32764784 | id2: 34461052 | word_count1: 135 | word_count2: 150 | word_count_difference: 15
id1: 32655601 | id2: 47890438 | word_count1: 142 | word_count2: 128 | word_count_difference: 14
id1: 32655651 | id2: 50030293 | word_count1: 175 | word_count2: 167 | word_count_difference: 8
id1: 32658188 | id2: 32689029 | word_count1: 156 | word_count2: 169 | word_count_difference: 13
id1: 32766359 | id2: 32717659 | word_count1: 60 | word_count2: 167 | word_count_difference: 107
id1: 32655203 | id2: 32672588 | word_count1: 141 | word_count2: 138 | word_count_difference: 3
id1: 32657213 | id2: 30147808 | word_count1: 142 | word_count2: 164 | word_count_difference: 22
id1: 32658771 | id2: 32403449 | word_count1: 170 | word_count2: 171 | word_count_difference: 1
id1: 32660214 | id2: 33767688 | word_count1: 153 | word_count2: 178 | word_count_difference: 25
id1: 32660211 | id2: 32715193 | word_count1: 34 | word_count2: 157 | word_count_difference: 123
id1: 32658804 | id2: 33088176 | word_count1: 178 | word_count2: 161 | word_count_difference: 17
id1: 32658805 | id2: 32626296 | word_count1: 44 | word_count2: 113 | word_count_difference: 69
id1: 32657280 | id2: 32596426 | word_count1: 151 | word_count2: 150 | word_count_difference: 1
id1: 32657296 | id2: 32733260 | word_count1: 124 | word_count2: 131 | word_count_difference: 7
id1: 32659896 | id2: 10258240 | word_count1: 11 | word_count2: 58 | word_count_difference: 47
id1: 32658830 | id2: 27978090 | word_count1: 163 | word_count2: 139 | word_count_difference: 24
id1: 32655687 | id2: 32654826 | word_count1: 153 | word_count2: 164 | word_count_difference: 11
id1: 32659310 | id2: 32816475 | word_count1: 185 | word_count2: 178 | word_count_difference: 7
id1: 32661889 | id2: 28519758 | word_count1: 168 | word_count2: 380 | word_count_difference: 212
id1: 32654672 | id2: 32647458 | word_count1: 155 | word_count2: 161 | word_count_difference: 6
id1: 32770061 | id2: 38645812 | word_count1: 55 | word_count2: 168 | word_count_difference: 113
id1: 32697800 | id2: 45830889 | word_count1: 126 | word_count2: 160 | word_count_difference: 34
id1: 32675270 | id2: 36631367 | word_count1: 126 | word_count2: 125 | word_count_difference: 1
id1: 32658801 | id2: 32637510 | word_count1: 133 | word_count2: 96 | word_count_difference: 37
id1: 32660730 | id2: 32764906 | word_count1: 23 | word_count2: 164 | word_count_difference: 141
id1: 32657427 | id2: 32758693 | word_count1: 170 | word_count2: 137 | word_count_difference: 33
id1: 32657204 | id2: 32533729 | word_count1: 104 | word_count2: 169 | word_count_difference: 65
id1: 32654673 | id2: 46103628 | word_count1: 110 | word_count2: 149 | word_count_difference: 39
id1: 32657367 | id2: 32636794 | word_count1: 146 | word_count2: 149 | word_count_difference: 3
id1: 32655564 | id2: 32707797 | word_count1: 142 | word_count2: 138 | word_count_difference: 4
id1: 32656499 | id2: 32639290 | word_count1: 132 | word_count2: 131 | word_count_difference: 1
id1: 32660218 | id2: 35463798 | word_count1: 146 | word_count2: 105 | word_count_difference: 41
id1: 32663640 | id2: 32867997 | word_count1: 147 | word_count2: 158 | word_count_difference: 11
id1: 32660590 | id2: 32659282 | word_count1: 140 | word_count2: 116 | word_count_difference: 24
id1: 32654907 | id2: 32328649 | word_count1: 90 | word_count2: 163 | word_count_difference: 73
id1: 32654939 | id2: 10656739 | word_count1: 146 | word_count2: 69 | word_count_difference: 77
id1: 32654967 | id2: 25975940 | word_count1: 162 | word_count2: 158 | word_count_difference: 4
id1: 32658991 | id2: 44284028 | word_count1: 23 | word_count2: 145 | word_count_difference: 122
id1: 32654612 | id2: 32912082 | word_count1: 168 | word_count2: 157 | word_count_difference: 11
id1: 32658070 | id2: 32568901 | word_count1: 155 | word_count2: 164 | word_count_difference: 9
id1: 40857407 | id2: 32888127 | word_count1: 132 | word_count2: 151 | word_count_difference: 19
id1: 32634107 | id2: 32596810 | word_count1: 163 | word_count2: 161 | word_count_difference: 2
id1: 32660358 | id2: 34025004 | word_count1: 114 | word_count2: 126 | word_count_difference: 12
id1: 32698948 | id2: 32697897 | word_count1: 48 | word_count2: 154 | word_count_difference: 106
id1: 32703621 | id2: 32702991 | word_count1: 84 | word_count2: 147 | word_count_difference: 63
id1: 32660363 | id2: 40857077 | word_count1: 114 | word_count2: 119 | word_count_difference: 5
id1: 32654897 | id2: 32605215 | word_count1: 152 | word_count2: 152 | word_count_difference: 0
id1: 32679699 | id2: 26178821 | word_count1: 389 | word_count2: 434 | word_count_difference: 45
id1: 32662516 | id2: 32655247 | word_count1: 137 | word_count2: 136 | word_count_difference: 1
id1: 32660857 | id2: 32577288 | word_count1: 43 | word_count2: 95 | word_count_difference: 52
id1: 32655548 | id2: 32653649 | word_count1: 151 | word_count2: 155 | word_count_difference: 4
id1: 32679734 | id2: 32453285 | word_count1: 28 | word_count2: 115 | word_count_difference: 87
id1: 32659338 | id2: 32537818 | word_count1: 124 | word_count2: 138 | word_count_difference: 14
id1: 32654209 | id2: 40860599 | word_count1: 93 | word_count2: 90 | word_count_difference: 3
id1: 32655171 | id2: 42896705 | word_count1: 149 | word_count2: 134 | word_count_difference: 15
id1: 32655323 | id2: 32675426 | word_count1: 126 | word_count2: 50 | word_count_difference: 76
id1: 32627853 | id2: 24812565 | word_count1: 339 | word_count2: 286 | word_count_difference: 53
id1: 32757794 | id2: 32632626 | word_count1: 31 | word_count2: 111 | word_count_difference: 80
id1: 32697785 | id2: 32684557 | word_count1: 155 | word_count2: 139 | word_count_difference: 16
id1: 32657219 | id2: 32654609 | word_count1: 144 | word_count2: 153 | word_count_difference: 9
id1: 32664301 | id2: 32718414 | word_count1: 56 | word_count2: 168 | word_count_difference: 112
id1: 32654172 | id2: 32654526 | word_count1: 147 | word_count2: 147 | word_count_difference: 0
id1: 32681744 | id2: 47348412 | word_count1: 70 | word_count2: 97 | word_count_difference: 27
id1: 32661354 | id2: 32579282 | word_count1: 97 | word_count2: 54 | word_count_difference: 43
id1: 32763399 | id2: 31648667 | word_count1: 128 | word_count2: 155 | word_count_difference: 27
id1: 32658280 | id2: 35272819 | word_count1: 185 | word_count2: 166 | word_count_difference: 19
id1: 32661031 | id2: 32603921 | word_count1: 178 | word_count2: 173 | word_count_difference: 5
id1: 32658216 | id2: 34122583 | word_count1: 148 | word_count2: 139 | word_count_difference: 9
id1: 32658775 | id2: 31872435 | word_count1: 170 | word_count2: 163 | word_count_difference: 7
id1: 33265491 | id2: 32677063 | word_count1: 167 | word_count2: 166 | word_count_difference: 1
id1: 32665296 | id2: 49921030 | word_count1: 159 | word_count2: 137 | word_count_difference: 22
id1: 32661387 | id2: 32233006 | word_count1: 138 | word_count2: 95 | word_count_difference: 43
id1: 32658857 | id2: 30793243 | word_count1: 128 | word_count2: 161 | word_count_difference: 33
id1: 32656480 | id2: 32683879 | word_count1: 148 | word_count2: 150 | word_count_difference: 2
id1: 32655161 | id2: 47098418 | word_count1: 142 | word_count2: 155 | word_count_difference: 13
id1: 32654691 | id2: 33605046 | word_count1: 161 | word_count2: 151 | word_count_difference: 10
id1: 32654634 | id2: 35589056 | word_count1: 150 | word_count2: 144 | word_count_difference: 6
id1: 32654692 | id2: 32568044 | word_count1: 176 | word_count2: 175 | word_count_difference: 1
id1: 32660384 | id2: 30237831 | word_count1: 132 | word_count2: 139 | word_count_difference: 7
id1: 40857405 | id2: 32672855 | word_count1: 67 | word_count2: 139 | word_count_difference: 72
id1: 32655202 | id2: 32662725 | word_count1: 139 | word_count2: 125 | word_count_difference: 14
id1: 32658884 | id2: 32567909 | word_count1: 184 | word_count2: 143 | word_count_difference: 41
id1: 32660981 | id2: 33179434 | word_count1: 181 | word_count2: 160 | word_count_difference: 21
id1: 32660476 | id2: 29510696 | word_count1: 164 | word_count2: 96 | word_count_difference: 68
id1: 32655164 | id2: 32652513 | word_count1: 148 | word_count2: 144 | word_count_difference: 4
id1: 32658871 | id2: 32651730 | word_count1: 156 | word_count2: 149 | word_count_difference: 7
id1: 32660522 | id2: 6827244 | word_count1: 56 | word_count2: 93 | word_count_difference: 37
id1: 32661053 | id2: 47107571 | word_count1: 104 | word_count2: 136 | word_count_difference: 32
id1: 32654670 | id2: 33298374 | word_count1: 146 | word_count2: 155 | word_count_difference: 9
id1: 32656624 | id2: 35407226 | word_count1: 129 | word_count2: 132 | word_count_difference: 3
id1: 32658940 | id2: 33069958 | word_count1: 162 | word_count2: 149 | word_count_difference: 13
id1: 32654686 | id2: 32508801 | word_count1: 172 | word_count2: 178 | word_count_difference: 6
id1: 32655315 | id2: 32667838 | word_count1: 54 | word_count2: 132 | word_count_difference: 78
id1: 32654924 | id2: 32727660 | word_count1: 85 | word_count2: 148 | word_count_difference: 63
id1: 32658607 | id2: 22339311 | word_count1: 152 | word_count2: 267 | word_count_difference: 115
id1: 32654603 | id2: 32097107 | word_count1: 157 | word_count2: 157 | word_count_difference: 0
id1: 32655419 | id2: 32673401 | word_count1: 535 | word_count2: 155 | word_count_difference: 380
id1: 32657229 | id2: 30865496 | word_count1: 103 | word_count2: 127 | word_count_difference: 24
id1: 33412051 | id2: 23485603 | word_count1: 157 | word_count2: 36 | word_count_difference: 121
id1: 32654976 | id2: 32659481 | word_count1: 174 | word_count2: 125 | word_count_difference: 49
id1: 32658152 | id2: 31497439 | word_count1: 175 | word_count2: 157 | word_count_difference: 18
id1: 32663658 | id2: 32733716 | word_count1: 140 | word_count2: 160 | word_count_difference: 20
id1: 32660963 | id2: 32624873 | word_count1: 168 | word_count2: 170 | word_count_difference: 2
id1: 40857404 | id2: 40863252 | word_count1: 130 | word_count2: 86 | word_count_difference: 44
id1: 32656602 | id2: 32661981 | word_count1: 186 | word_count2: 185 | word_count_difference: 1
id1: 32667651 | id2: 30026935 | word_count1: 40 | word_count2: 147 | word_count_difference: 107
id1: 32634102 | id2: 32730846 | word_count1: 148 | word_count2: 156 | word_count_difference: 8
id1: 33261430 | id2: 32652552 | word_count1: 116 | word_count2: 132 | word_count_difference: 16
id1: 32664424 | id2: 32597713 | word_count1: 56 | word_count2: 108 | word_count_difference: 52
id1: 33255179 | id2: 32668454 | word_count1: 172 | word_count2: 156 | word_count_difference: 16
id1: 32659487 | id2: 32796784 | word_count1: 159 | word_count2: 162 | word_count_difference: 3
id1: 32662153 | id2: 32337666 | word_count1: 87 | word_count2: 133 | word_count_difference: 46
id1: 32658698 | id2: 32338224 | word_count1: 87 | word_count2: 151 | word_count_difference: 64
id1: 32658794 | id2: 32729097 | word_count1: 145 | word_count2: 149 | word_count_difference: 4
id1: 32662528 | id2: 32710566 | word_count1: 129 | word_count2: 159 | word_count_difference: 30
id1: 32656720 | id2: 21267118 | word_count1: 160 | word_count2: 31 | word_count_difference: 129
id1: 32656479 | id2: 32530529 | word_count1: 147 | word_count2: 149 | word_count_difference: 2
id1: 32657339 | id2: 35345240 | word_count1: 167 | word_count2: 143 | word_count_difference: 24
id1: 32660962 | id2: 32633901 | word_count1: 157 | word_count2: 155 | word_count_difference: 2
id1: 32659319 | id2: 32494732 | word_count1: 142 | word_count2: 79 | word_count_difference: 63
id1: 32661154 | id2: 32645462 | word_count1: 132 | word_count2: 111 | word_count_difference: 21
id1: 33251583 | id2: 32675639 | word_count1: 170 | word_count2: 377 | word_count_difference: 207
id1: 32655602 | id2: 32681783 | word_count1: 149 | word_count2: 157 | word_count_difference: 8
id1: 32661803 | id2: 41313398 | word_count1: 46 | word_count2: 158 | word_count_difference: 112
id1: 32662139 | id2: 40847963 | word_count1: 158 | word_count2: 89 | word_count_difference: 69
id1: 32661064 | id2: 32935550 | word_count1: 152 | word_count2: 88 | word_count_difference: 64
id1: 32661024 | id2: 32648891 | word_count1: 102 | word_count2: 104 | word_count_difference: 2
id1: 32654952 | id2: 14850037 | word_count1: 151 | word_count2: 36 | word_count_difference: 115
id1: 32655022 | id2: 32924737 | word_count1: 97 | word_count2: 138 | word_count_difference: 41
id1: 32663759 | id2: 32664767 | word_count1: 145 | word_count2: 142 | word_count_difference: 3
id1: 32661373 | id2: 32661671 | word_count1: 145 | word_count2: 143 | word_count_difference: 2
id1: 32682377 | id2: 32776831 | word_count1: 145 | word_count2: 154 | word_count_difference: 9
id1: 32667766 | id2: 33305018 | word_count1: 32 | word_count2: 154 | word_count_difference: 122
id1: 32658233 | id2: 32662154 | word_count1: 145 | word_count2: 145 | word_count_difference: 0
id1: 33255365 | id2: 32645084 | word_count1: 162 | word_count2: 167 | word_count_difference: 5
id1: 32655278 | id2: 32654581 | word_count1: 152 | word_count2: 152 | word_count_difference: 0
id1: 32655614 | id2: 32652626 | word_count1: 164 | word_count2: 164 | word_count_difference: 0
id1: 32654620 | id2: 32566982 | word_count1: 166 | word_count2: 154 | word_count_difference: 12
id1: 32656529 | id2: 32653773 | word_count1: 100 | word_count2: 100 | word_count_difference: 0
id1: 32657267 | id2: 32655623 | word_count1: 151 | word_count2: 151 | word_count_difference: 0
id1: 32658065 | id2: 32658525 | word_count1: 128 | word_count2: 128 | word_count_difference: 0
id1: 40857393 | id2: 32675955 | word_count1: 164 | word_count2: 135 | word_count_difference: 29
id1: 40855781 | id2: 40854160 | word_count1: 164 | word_count2: 140 | word_count_difference: 24
id1: 32658817 | id2: 32666192 | word_count1: 163 | word_count2: 163 | word_count_difference: 0
id1: 32763044 | id2: 32955743 | word_count1: 140 | word_count2: 82 | word_count_difference: 58
id1: 32662167 | id2: 32371367 | word_count1: 165 | word_count2: 145 | word_count_difference: 20
id1: 32661797 | id2: 33075854 | word_count1: 162 | word_count2: 160 | word_count_difference: 2
id1: 32660813 | id2: 32651981 | word_count1: 78 | word_count2: 150 | word_count_difference: 72
id1: 32656561 | id2: 32654663 | word_count1: 154 | word_count2: 143 | word_count_difference: 11
id1: 32706378 | id2: 32692050 | word_count1: 101 | word_count2: 182 | word_count_difference: 81
id1: 32659239 | id2: 32742153 | word_count1: 160 | word_count2: 142 | word_count_difference: 18
id1: 32658816 | id2: 32730772 | word_count1: 163 | word_count2: 152 | word_count_difference: 11
id1: 32658515 | id2: 32330225 | word_count1: 152 | word_count2: 129 | word_count_difference: 23
id1: 32655744 | id2: 40919638 | word_count1: 151 | word_count2: 149 | word_count_difference: 2
id1: 32680371 | id2: 32655106 | word_count1: 24 | word_count2: 112 | word_count_difference: 88
id1: 32665711 | id2: 32665961 | word_count1: 144 | word_count2: 144 | word_count_difference: 0
id1: 32665961 | id2: 32661024 | word_count1: 144 | word_count2: 102 | word_count_difference: 42
id1: 32661169 | id2: 32573870 | word_count1: 161 | word_count2: 157 | word_count_difference: 4
id1: 32654149 | id2: 32649765 | word_count1: 157 | word_count2: 157 | word_count_difference: 0
id1: 32661005 | id2: 32664538 | word_count1: 155 | word_count2: 133 | word_count_difference: 22
id1: 32655288 | id2: 32352911 | word_count1: 136 | word_count2: 155 | word_count_difference: 19
id1: 32660877 | id2: 32448801 | word_count1: 26 | word_count2: 94 | word_count_difference: 68
id1: 32671797 | id2: 32668753 | word_count1: 145 | word_count2: 135 | word_count_difference: 10
id1: 32655745 | id2: 36108825 | word_count1: 172 | word_count2: 165 | word_count_difference: 7
id1: 32655243 | id2: 32665329 | word_count1: 163 | word_count2: 440 | word_count_difference: 277
id1: 32655320 | id2: 32259818 | word_count1: 151 | word_count2: 123 | word_count_difference: 28
id1: 32657355 | id2: 32432587 | word_count1: 31 | word_count2: 146 | word_count_difference: 115
id1: 32658809 | id2: 47032174 | word_count1: 109 | word_count2: 95 | word_count_difference: 14
id1: 32658798 | id2: 32669375 | word_count1: 114 | word_count2: 93 | word_count_difference: 21
id1: 32668738 | id2: 32698460 | word_count1: 126 | word_count2: 155 | word_count_difference: 29
id1: 32658141 | id2: 37460096 | word_count1: 152 | word_count2: 156 | word_count_difference: 4
id1: 32669294 | id2: 32695936 | word_count1: 145 | word_count2: 144 | word_count_difference: 1
id1: 33253535 | id2: 40622657 | word_count1: 124 | word_count2: 130 | word_count_difference: 6
id1: 32658319 | id2: 49033975 | word_count1: 151 | word_count2: 56 | word_count_difference: 95
id1: 32659268 | id2: 32545820 | word_count1: 175 | word_count2: 158 | word_count_difference: 17
id1: 32656555 | id2: 34086680 | word_count1: 101 | word_count2: 132 | word_count_difference: 31
id1: 32661008 | id2: 32659010 | word_count1: 158 | word_count2: 158 | word_count_difference: 0
id1: 32661111 | id2: 32658824 | word_count1: 160 | word_count2: 158 | word_count_difference: 2
id1: 32661112 | id2: 32662077 | word_count1: 144 | word_count2: 158 | word_count_difference: 14
id1: 32661108 | id2: 32662077 | word_count1: 159 | word_count2: 158 | word_count_difference: 1
id1: 32660492 | id2: 32834340 | word_count1: 157 | word_count2: 163 | word_count_difference: 6
id1: 32661472 | id2: 32662077 | word_count1: 158 | word_count2: 158 | word_count_difference: 0
id1: 32667321 | id2: 32661008 | word_count1: 160 | word_count2: 158 | word_count_difference: 2
id1: 32658308 | id2: 32661108 | word_count1: 159 | word_count2: 159 | word_count_difference: 0
id1: 32658530 | id2: 32661111 | word_count1: 158 | word_count2: 160 | word_count_difference: 2
id1: 32658824 | id2: 32662393 | word_count1: 158 | word_count2: 158 | word_count_difference: 0
id1: 32659010 | id2: 32658068 | word_count1: 158 | word_count2: 159 | word_count_difference: 1
id1: 32659012 | id2: 32089394 | word_count1: 160 | word_count2: 158 | word_count_difference: 2
id1: 32666280 | id2: 32662393 | word_count1: 159 | word_count2: 158 | word_count_difference: 1
id1: 32662134 | id2: 31916658 | word_count1: 168 | word_count2: 149 | word_count_difference: 19
id1: 33413082 | id2: 31295180 | word_count1: 168 | word_count2: 146 | word_count_difference: 22
id1: 32659263 | id2: 32678693 | word_count1: 167 | word_count2: 34 | word_count_difference: 133
